Date,Adj Close,Close,High,Low,Open,Volume,30d_MA,90d_MA,RSI,MACD,MACD_Signal,BB_MA,BB_Upper,BB_Lower,Typical_Price,Cumulative_TPV,Cumulative_Volume,VWAP
2024-12-20,7.050000190734863,7.050000190734863,7.050000190734863,6.869999885559082,6.869999885559082,18667,7.139799992243449,7.316700002882215,44.852942551432946,-0.04485575418375731,-0.028425248789034685,7.232999968528747,7.675674938721997,6.790324998335498,6.990000089009603,15396841.141938685,2120365,7.261410720295178
2024-12-23,7.019999980926514,7.019999980926514,7.079999923706055,7.019999980926514,7.050000190734863,12833,7.118799988428751,7.318200000127157,40.769233214547974,-0.05816008758679203,-0.03437221654858616,7.213499975204468,7.657702491055531,6.769297459353405,7.039999961853027,15487185.461449144,2133198,7.2600787462997545
2024-12-24,7.019999980926514,7.019999980926514,7.019999980926514,7.019999980926514,7.019999980926514,0,7.115799983342488,7.31276666853163,41.536057615053096,-0.06792091760242602,-0.04108195675935413,7.219499969482422,7.648866818194382,6.790133120770462,7.019999980926514,15487185.461449144,2133198,7.2600787462997545
2024-12-26,7.304999828338623,7.304999828338623,7.304999828338623,7.184999942779541,7.2210001945495605,167,7.136999972661337,7.310599999957614,47.53867845293789,-0.052059233432483865,-0.04327741209398008,7.237499952316284,7.648191430933361,6.826808473699208,7.264999866485596,15488398.716426848,2133365,7.260079131525476
2024-12-27,7.050000190734863,7.050000190734863,7.199999809265137,6.900000095367432,7.199999809265137,11700,7.156999985376994,7.3016666677263045,47.14087309284578,-0.05938057181550782,-0.046498044038285634,7.244999957084656,7.634681496729075,6.855318417440237,7.050000031789144,15570883.71679878,2145065,7.25893328024968
2024-12-30,6.900000095367432,6.900000095367432,6.900000095367432,6.840000152587891,6.840000152587891,3233,7.161999988555908,7.292066669464111,40.00000444603316,-0.0764057810415979,-0.05247959143894809,7.244999957084656,7.634681496729075,6.855318417440237,6.880000114440918,15593126.757168768,2148298,7.25836301908244
2024-12-31,6.960000038146973,6.960000038146973,6.989999771118164,6.921000003814697,6.921000003814697,5167,7.180999994277954,7.284000004662408,40.49931428498364,-0.08408757880564632,-0.05880118891228774,7.229999947547912,7.639825462674525,6.8201744324213,6.956999937693278,15629073.575846829,2153465,7.257639931852539
2025-01-02,7.920000076293945,7.920000076293945,7.920000076293945,7.349999904632568,7.349999904632568,19300,7.21299999554952,7.286600006951226,53.72168662117997,-0.012566618696745024,-0.0495542748691792,7.256999945640564,7.767276579736085,6.7467233115450425,7.730000019073486,15778262.576214947,2172765,7.261835760524009
2025-01-03,7.5,7.5,7.920000076293945,7.5,7.920000076293945,13733,7.223999993006388,7.290433337953355,51.552797279429136,0.010107251298993702,-0.03762196963554462,7.264799952507019,7.785341956354704,6.744257948659334,7.640000025431315,15883182.696564196,2186498,7.2642109421386145
2025-01-06,7.46999979019165,7.46999979019165,7.485000133514404,7.320000171661377,7.349999904632568,9933,7.235999981562297,7.293933333290948,52.81017791632851,0.025363317877336478,-0.025024912132968403,7.267799949645996,7.792540057479849,6.743059841812142,7.425000031789144,15956935.221879957,2196431,7.264938084501611
2025-01-07,7.440000057220459,7.440000057220459,7.514999866485596,7.440000057220459,7.514999866485596,5467,7.2414999802907305,7.300599998897976,50.9169382774643,0.03463389484127255,-0.013093150738120214,7.281149959564209,7.80930946959954,6.752990449528877,7.464999993642171,15997746.3768452,2201898,7.265434809807357
2025-01-08,7.320000171661377,7.320000171661377,7.5,7.320000171661377,7.413000106811523,17433,7.238499991099039,7.304133335749309,51.98238363573568,0.03192983868760635,-0.004088552852974901,7.280699968338013,7.808703135459076,6.752696801216949,7.380000114440918,16126401.918840248,2219331,7.266334728276336
2025-01-10,7.1519999504089355,7.1519999504089355,7.164000034332275,7.09499979019165,7.164000034332275,10833,7.24689998626709,7.306933334138658,48.04646182198418,0.0160456763170167,-6.170701897658115e-05,7.269749975204467,7.798950260041276,6.740549690367659,7.13699992497762,16203717.03902753,2230164,7.265706485723709
2025-01-13,7.079999923706055,7.079999923706055,7.170000076293945,6.960000038146973,7.170000076293945,5833,7.2513999780019125,7.313599999745687,51.70454812279711,-0.0023256288250372847,-0.0005144913801887219,7.238099980354309,7.73008878746112,6.746111173247498,7.070000012715657,16244956.349101702,2235997,7.265195950218941
2025-01-14,7.205999851226807,7.205999851226807,7.205999851226807,7.205999851226807,7.205999851226807,2233,7.261599969863892,7.324566666285197,52.882477255518296,-0.006641322352626489,-0.0017398575746762754,7.227899980545044,7.713297644774163,6.7425023163159254,7.205999851226807,16261047.346769491,2238230,7.265136892441568
2025-01-15,7.110000133514404,7.110000133514404,7.320000171661377,7.09499979019165,7.320000171661377,4200,7.268599971135457,7.334233336978489,51.62337975099874,-0.017604976274631312,-0.004912881314667283,7.21784999370575,7.704325281470767,6.731374705940733,7.175000031789144,16291182.346903006,2242430,7.2649680689711635
