Date,Adj Close,Close,High,Low,Open,Volume,30d_MA,90d_MA,RSI,MACD,MACD_Signal,BB_MA,BB_Upper,BB_Lower,Typical_Price,Cumulative_TPV,Cumulative_Volume,VWAP
2024-11-25,232.30960083007812,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800,228.99433288574218,225.03844468858506,69.00727286834021,0.4809877006579484,-0.19584537573722705,226.9284996032715,233.4822047449195,220.37479446162348,231.95333353678384,996828926760.36,4440047100,224.50863792871925
2024-11-26,234.49432373046875,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200,229.0346659342448,225.16177792019315,73.51372128508825,0.9688252072827197,0.037088740866762296,226.9979995727539,233.87426452920363,220.1217346163042,234.65333557128906,1007619741980.6084,4486033300,224.6126309362457
2024-11-27,234.36465454101562,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400,229.13966573079426,225.27200012207032,67.2373825493404,1.3296225770090189,0.2955955080952136,227.2394989013672,234.87214313344302,219.60685466929138,234.80999755859375,1015485501202.8252,4519531700,224.6882129851695
2024-11-29,236.75888061523438,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400,229.3123326619466,225.48077799479168,72.07319275425772,1.7885999066795364,0.5941963878120783,227.81049880981445,236.6393015449742,218.9816960746547,236.37000020345053,1022217649726.6198,4548013100,224.76136881105725
2024-12-02,239.013427734375,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100,229.4653325398763,225.72633344862197,83.36228879142061,2.3080990868051003,0.9369769276106827,228.6444984436035,238.60317570501778,218.68582118218924,239.17999776204428,1033731081196.8911,4596150200,224.91238019090218
2024-12-03,242.06607055664062,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000,229.6709991455078,226.00066663953993,85.31441118806164,2.932913359819196,1.3361642140523855,229.67649841308594,240.9334890592694,218.41950776690248,241.43666076660156,1043113551270.942,4635011200,225.0509235599996
2024-12-04,242.42520141601562,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900,229.90933227539062,226.27588873969185,85.00977935972816,3.417734695230706,1.7524783102880497,230.6544982910156,242.98163869279813,218.3273578892331,242.78999837239584,1053889518279.7026,4679395100,225.21917806848637
2024-12-05,242.4551239013672,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900,230.31866556803385,226.54522196451822,82.96262206863877,3.7610249923177435,2.1541876466939884,231.6704978942871,244.57991097111068,218.76108481746354,243.23666381835938,1063627230555.3405,4719429000,225.37201652050288
2024-12-06,242.25559997558594,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600,230.72766520182293,226.77588857014973,95.8376263398493,3.9711697706051723,2.517584071476225,232.4384979248047,246.10368534684787,218.77331050276152,243.18333435058594,1072593546002.8472,4756299600,225.5100889781727
2024-12-09,246.1562042236328,246.75,247.24000549316406,241.75,241.8300018310547,44649200,231.23899841308594,227.0913330078125,96.01966622602363,4.402466743498849,2.8945606058807503,233.42799758911133,248.240690819934,218.61530435828865,245.24666849772134,1083543613553.9357,4800948800,225.6936407140888
2024-12-10,247.1737518310547,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800,231.71799875895184,227.4014441596137,96.16296762115414,4.771574778258611,3.2699634403563227,234.60499801635743,250.0670653589641,219.14293067375075,247.1066691080729,1092665506822.7263,4837863600,225.85703053362775
2024-12-11,245.89682006835938,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800,232.14533233642578,227.81499972873263,90.35534603373551,4.904276899699028,3.596826132224864,235.71799850463867,251.2401123012917,220.19588470798564,247.8500010172526,1103869764398.712,4883069400,226.06063399359263
2024-12-12,247.36329650878906,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500,232.74066569010418,228.2675554063585,92.89496756329433,5.069621657468275,3.8913852372735462,236.85999908447266,252.45967426401768,221.26032390492765,247.46000162760416,1111980884602.0608,4915846900,226.20331902567202
2024-12-13,247.5328826904297,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300,233.48133239746093,228.69322204589844,92.50465648562137,5.1549529124174,4.144098772302317,237.85549926757812,253.6732435836246,222.03775495153164,247.88666788736978,1120199641441.867,4949002200,226.3485842543911
