Date,Adj Close,Close,High,Low,Open,Volume,30d_MA,90d_MA,RSI,MACD,MACD_Signal,BB_MA,BB_Upper,BB_Lower,Typical_Price,Cumulative_TPV,Cumulative_Volume,VWAP
2024-11-11,415.57720947265625,418.010009765625,424.80999755859375,416.0,422.5199890136719,24503300,419.0270009358724,423.15855475531686,43.258582694626554,-0.6615550715437735,-0.6782544331686033,420.36900024414064,435.3372503862324,405.40075010204885,419.60666910807294,761463268956.4778,1801966200,422.5735582368181
2024-11-12,420.5679931640625,423.0299987792969,424.44000244140625,417.20001220703125,418.25,19401200,419.10500081380206,422.6784437391493,48.91827994610534,-0.3271749086022737,-0.6080385282553374,420.58350067138673,435.5763934748629,405.59060786791053,421.5566711425781,769641974244.6492,1821367400,422.56272635858596
2024-11-13,422.7253723144531,425.20001220703125,429.3299865722656,418.2099914550781,421.6400146484375,21502200,419.37400105794273,422.29688822428386,50.314972192215464,0.11163882478768983,-0.464103057646732,421.0375015258789,436.0111937248994,406.0638093268584,424.2466634114583,778764210850.655,1842869600,422.5823741683378
2024-11-14,424.4055480957031,426.8900146484375,428.1700134277344,420.0,425.0,30246900,419.7190012613932,421.85955505371095,49.13557924586215,0.5889815306067021,-0.2534861399960452,421.54600219726564,436.5929047856517,406.4990996088796,425.02000935872394,791619748571.7274,1873116500,422.621736860322
2024-11-15,412.5847473144531,415.0,422.79998779296875,413.6400146484375,419.82000732421875,28247600,419.6836680094401,421.41844380696614,43.03569431073213,0.0077647437734640334,-0.20123596324214335,421.3880020141602,436.64944255922495,406.1265614690954,417.14666748046875,803403140776.0487,1901364100,422.5403965374379
2024-11-18,413.34033203125,415.760009765625,418.3999938964844,412.1000061035156,414.8699951171875,24742000,419.89100138346356,420.9985551622179,39.70232447633674,-0.38706546111745865,-0.23840186281720643,421.23700256347655,436.6659333165471,405.808071810406,415.4200032552083,813681462496.5891,1926106100,422.44893077104587
2024-11-19,415.3585205078125,417.7900085449219,417.94000244140625,411.54998779296875,413.1099853515625,18133500,419.99366861979166,420.59666646321614,40.79441001507201,-0.5300571382690578,-0.2967329179075767,420.7510025024414,435.9587136495688,405.543291355314,415.75999959309894,821220646449.2106,1944239600,422.3865445643688
2024-11-20,413.0718688964844,415.489990234375,417.2900085449219,410.5799865722656,416.8699951171875,19191700,419.9280019124349,420.2185553656684,58.134549979982694,-0.8195243615139134,-0.4012912066288441,420.2955017089844,435.5634080142521,405.02759540371665,414.4533284505208,829174710392.8345,1963431300,422.30900077473274
2024-11-21,411.2887268066406,412.8699951171875,419.7799987792969,410.2900085449219,419.5,20780200,419.82900187174477,419.8779998779297,52.28185347113589,-1.2459780715638544,-0.5702285796158462,419.70250091552737,435.1652428987505,404.23975893230426,414.31333414713544,837784224339.0787,1984211500,422.2252639595521
2024-11-22,415.40289306640625,417.0,417.3999938964844,411.05999755859375,411.3699951171875,24814600,419.85166829427084,419.61833326551647,57.491231554944726,-1.236435966887882,-0.7034700570702533,419.14500122070314,434.1217207415514,404.16828169985484,415.15333048502606,848086088173.7324,2009026100,422.13791457150927
2024-11-25,417.1860656738281,418.7900085449219,421.0799865722656,414.8500061035156,418.3800048828125,27691100,419.8400014241536,419.4147779676649,56.5692883649285,-1.0720768161435785,-0.7771914088849184,418.7550018310547,433.3158808036243,404.1941228584851,418.24000040690106,859667613849.0,2036717200,422.0849187354042
2024-11-26,426.350830078125,427.989990234375,429.0400085449219,418.8500061035156,419.5899963378906,23458900,420.14833475748696,419.24866672092014,56.939750175718714,-0.19718632889583887,-0.6611903928871026,418.5570007324219,432.4550036668974,404.65899779794637,425.2933349609375,869644527664.5151,2060176100,422.12145246443504
2024-11-27,421.3699645996094,422.989990234375,427.2300109863281,422.0199890136719,425.1099853515625,18332400,420.37733459472656,419.00577765570745,47.822204935107955,0.0916559198469713,-0.5106211303402878,418.08000030517576,430.53911187100437,405.62088873934715,424.0799967447917,877418931796.8394,2078508500,422.1387267826133
2024-11-29,421.83819580078125,423.4599914550781,424.8800048828125,417.79998779296875,420.0899963378906,16271900,420.6020009358724,418.9453331841363,50.85819242686319,0.35440528994541864,-0.3376158462831465,418.9354995727539,430.3053942689462,407.56560487656157,422.0466613769531,884286432866.099,2094780400,422.1380116341069
2024-12-02,429.3293762207031,430.9800109863281,433.0,421.30999755859375,421.57000732421875,20207200,421.0293345133463,419.08511115180124,61.45961130168475,1.1561118497525626,-0.038870307076004675,419.96600036621095,431.79386800843145,408.13813272399045,428.4300028483073,892943803619.6553,2114987600,422.19812712833647
2024-12-03,429.5485534667969,431.20001220703125,432.4700012207031,427.739990234375,429.8399963378906,18302000,421.4433349609375,419.1510002983941,57.88762545984018,1.7886044159281482,0.3266246375248259,421.1030014038086,432.6421978125312,409.563804995086,430.4700012207031,900822265581.9966,2133289600,422.2690935079778
2024-12-04,435.7447204589844,437.4200134277344,439.6700134277344,432.6300048828125,433.0299987792969,26009400,421.77366841634114,419.2697781032986,60.94196692802963,2.759946502008688,0.8132890104215984,422.40100250244143,435.1498980899625,409.65210691492035,436.57334391276044,912177276313.1611,2159299000,422.44139246725956
2024-12-05,440.9248046875,442.6199951171875,444.6600036621094,436.1700134277344,437.9200134277344,21697800,422.37433471679685,419.48866678873696,63.25187090378253,3.904330476278801,1.431497303593039,423.5230026245117,439.08770764350095,407.9582976055225,441.15000406901044,921749260871.4497,2180996800,422.62751640509043
2024-12-06,441.87115478515625,443.57000732421875,446.1000061035156,441.7699890136719,442.29998779296875,18821000,423.00233459472656,419.7688890245226,79.50835277059825,4.8322182620794365,2.1116414952903186,424.4300033569336,442.3921154169035,406.46789129696367,443.81333414713544,930102271633.433,2199817800,422.80877608747096
2024-12-09,444.311767578125,446.0199890136719,448.3299865722656,440.5,442.6000061035156,19144400,423.59800109863284,420.0901112874349,80.19957640875762,5.699567992425727,2.8292267947174006,425.60400238037107,445.95625769048837,405.25174707025377,444.9499918619792,938620572257.6355,2218962200,422.99980245613716
2024-12-10,441.6320495605469,443.3299865722656,449.6199951171875,441.6000061035156,444.3900146484375,18469500,424.156000773112,420.4772223578559,75.15757792923,6.099576070819353,3.4832966499377913,426.8700012207031,448.35196250258826,405.38803993881794,444.84999593098956,946836729257.4829,2237431700,423.18017093325483
2024-12-11,447.2704162597656,448.989990234375,450.3500061035156,444.04998779296875,444.04998779296875,19200200,424.7240000406901,421.075444539388,80.94974410794157,6.794972138665571,4.145631747683347,428.16800079345705,451.7112728231319,404.62472876378223,447.7966613769531,955434514715.2527,2256631900,423.3896164967147
2024-12-12,447.83819580078125,449.55999755859375,456.1600036621094,449.1099853515625,449.1099853515625,20834800,425.2916666666667,421.6304446750217,85.23141663198983,7.307833207557792,4.778072039658237,429.38600006103513,454.7340821015681,404.03791802050216,451.60999552408856,964843718649.9979,2277466700,423.6477831487055
2024-12-13,445.5569763183594,447.2699890136719,451.42999267578125,445.5799865722656,448.44000244140625,20177800,426.6556660970052,422.17311130099824,80.13137805395954,7.443688540484629,5.311195339823516,430.4049987792969,456.94130935380196,403.8686882047918,448.09332275390625,973885256097.8617,2297644500,423.8624626646384
2024-12-16,449.86041259765625,451.5899963378906,452.17999267578125,445.2799987792969,447.2699890136719,23598800,428.0296661376953,422.7164445665148,81.08413734064459,7.809915513336705,5.8109393745261535,432.23449859619143,459.33813475688487,405.130862435498,449.68332926432294,984497243048.5046,2321243300,424.12496916997225
2024-12-17,452.7194519042969,454.4599914550781,455.2900085449219,449.57000732421875,451.010009765625,22733500,429.56299947102866,423.25466681586374,78.50526383593211,8.23678907106381,6.296109313833686,434.16949768066405,461.8407368396753,406.4982585216528,453.10666910807294,994797943510.673,2343976800,424.4060536395552
2024-12-18,435.71484375,437.3900146484375,452.6499938964844,437.0199890136719,451.32000732421875,24444500,430.427333577474,423.5944447835287,62.3077131744124,7.115660072501896,6.460019465567329,435.14949798583984,461.7456554726732,408.5533404990065,442.35333251953125,1005611049547.4467,2368421300,424.591287684943
2024-12-19,435.356201171875,437.0299987792969,443.17999267578125,436.32000732421875,441.6199951171875,22963700,430.98900044759114,423.8502224392361,61.62014379164219,6.127473294067443,6.393510231267352,436.22649841308595,461.1633893130932,411.2896075130787,438.8433329264323,1015688516191.7694,2391385000,424.7281454854695
2024-12-20,434.9278869628906,436.6000061035156,443.739990234375,428.6300048828125,433.1099853515625,64263700,431.3613342285156,424.0695560031467,55.47757939033836,5.249122718091314,6.164632728632145,437.41299896240236,459.7983235609566,415.0276743638481,436.3233337402344,1043728268014.2517,2455648700,425.03158860396104
2024-12-23,433.5830383300781,435.25,437.6499938964844,432.8299865722656,436.739990234375,19152500,431.7850006103516,424.2275560167101,53.86228147886005,4.39344445551518,5.810395074008753,438.3254989624023,458.59511849218313,418.0558794326215,435.2433268229167,1052064265831.2277,2474801200,425.1106173017969
2024-12-24,437.64739990234375,439.3299865722656,439.6000061035156,434.19000244140625,434.6499938964844,7164500,432.49566650390625,424.4593336317274,51.89896001097153,3.998442529569161,5.448004565120835,439.35249786376954,457.41584886767293,421.28914685986615,437.7066650390625,1055200215232.9,2481965700,425.1469773465846
