Date,Adj Close,Close,High,Low,Open,Volume,30d_MA,90d_MA,RSI,MACD,MACD_Signal,BB_MA,BB_Upper,BB_Lower,Typical_Price,Cumulative_TPV,Cumulative_Volume,VWAP
2024-11-08,147.5959930419922,147.6300048828125,149.77000427246094,146.25999450683594,148.77000427246094,175665800,135.48033345540364,123.63977788289388,55.80912497145196,4.448896160751616,4.1818323384351395,139.8240005493164,148.94072299656077,130.70727810207202,147.88666788736978,3261400002803.3926,26872152500,121.36727799544128
2024-11-11,145.22654724121094,145.25999450683594,148.85000610351562,143.57000732421875,148.67999267578125,182325600,136.27433319091796,123.85566669040256,52.32008601563358,4.419303446909112,4.229326560129934,140.18349990844726,149.57199484016377,130.79500497673075,145.8933359781901,3288000092821.6177,27054478100,121.53256406086864
2024-11-12,148.25582885742188,148.2899932861328,149.64999389648438,146.00999450683594,146.77999877929688,198634700,137.31733296712238,124.07888887193468,62.474984791363674,4.587465144134143,4.300954276930776,141.01799926757812,150.1577828826486,131.87821565250763,147.98332722981772,3317394716630.9146,27253112800,121.72535082417868
2024-11-13,146.23629760742188,146.27000427246094,149.3300018310547,145.89999389648438,149.07000732421875,191903300,138.2313331604004,124.24433330959744,58.10287954878531,4.505798231819426,4.341923067908507,141.545499420166,150.6153332440484,132.47566559628362,147.16666666666666,3345636485614.248,27445016100,121.90324368635542
2024-11-14,146.72618103027344,146.75999450683594,149.0,145.5500030517578,147.63999938964844,194463300,139.02833302815756,124.37599987453885,57.347976964032725,4.429553595775758,4.359449173481957,142.03699951171876,151.11908791365192,132.9549111097856,147.10333251953125,3374242685096.993,27639479400,122.080544147188
2024-11-15,141.94729614257812,141.97999572753906,145.24000549316406,140.0800018310547,144.8699951171875,250132900,139.596999613444,124.53799981011285,51.85844131931037,3.9380280826264027,4.275164955310847,142.2359992980957,151.11784870652698,133.3541498896644,142.43333435058594,3409869948074.775,27889612300,122.26308173078387
2024-11-18,140.11770629882812,140.14999389648438,141.5500030517578,137.14999389648438,139.5,221866000,140.0113327026367,124.65922190348307,48.637932181152564,3.3620688811560058,4.092545740479879,142.05799865722656,150.95814021083237,133.15785710362076,139.61666361490884,3440846138764.3604,28111478300,122.40004250378965
2024-11-19,146.97613525390625,147.00999450683594,147.1300048828125,140.99000549316406,141.32000732421875,227834900,140.48199920654298,124.86555514865451,58.460178534220525,3.4197411351755704,3.9579848194190173,142.22899856567383,151.3809312931566,133.07706583819106,145.0433349609375,3473892072480.852,28339313200,122.58208404573658
2024-11-20,145.8563995361328,145.88999938964844,147.55999755859375,142.72999572753906,147.41000366210938,309871700,140.92333272298177,125.08255513509114,66.46602268726176,3.3366102007978498,3.833709895694784,142.54549865722657,151.74648040779678,133.34451690665637,145.3933308919271,3518945351092.996,28649184900,122.82881217653757
2024-11-21,146.63623046875,146.6699981689453,152.88999938964844,140.6999969482422,149.35000610351562,400946600,141.31866607666015,125.40122180514865,64.82505380319651,3.29567720382704,3.7261033573212354,142.85849838256837,152.17873771047323,133.5382590546635,146.75333150227866,3577785600397.508,29050131500,123.15901566220131
2024-11-22,141.91729736328125,141.9499969482422,147.16000366210938,141.10000610351562,145.92999267578125,236406200,141.55699920654297,125.63299958970812,57.01045125852415,2.8495253030806964,3.550787746473128,142.87899856567384,152.18882477674288,133.5691723546048,143.40333557128906,3611687038027.241,29286537700,123.32243145379528
2024-11-25,135.98867797851562,136.02000427246094,142.0500030517578,135.82000732421875,141.99000549316406,344941900,141.48866577148436,125.83399963378906,45.59456254603128,1.994455021486857,3.239521201475874,142.65399856567382,152.41066487532973,132.8973322560179,137.96333821614584,3659276374041.8613,29631479600,123.4928671615123
2024-11-26,136.8884735107422,136.9199981689453,139.3000030517578,135.6699981689453,137.6999969482422,190287700,141.66599884033204,125.98266626993815,38.95805866203409,1.3735937154392843,2.866335704268556,142.4374984741211,152.51232019964115,132.36267674860105,137.29666646321616,3685402240920.814,29821767300,123.58094689179651
2024-11-27,135.30882263183594,135.33999633789062,137.22000122070312,131.8000030517578,135.00999450683594,226370900,141.65333201090496,126.12433293660482,32.02334280356746,0.7454703955123136,2.442162642517308,142.23749847412108,152.72171892697955,131.75327802126262,134.7866668701172,3715914020008.2026,30048138200,123.66536639558595
2024-11-29,138.21817016601562,138.25,139.35000610351562,136.0500030517578,136.77999877929688,141863200,141.69733225504558,126.39099960327148,38.07221462904278,0.4769926404613045,2.0491286421061075,142.5119987487793,152.20936385493715,132.81463364262143,137.88333638509116,3735474591334.4683,30190001400,123.73217681713881
2024-12-02,138.5980682373047,138.6300048828125,140.4499969482422,137.82000732421875,138.8300018310547,171682800,141.71833241780598,126.6837774488661,41.1197499077237,0.29152478723588615,1.6976078711320632,142.6734992980957,151.97151654364305,133.37548205254834,138.96666971842447,3759332778298.4023,30361684200,123.8183215902892
2024-12-03,140.2277069091797,140.25999450683594,140.5399932861328,137.9499969482422,138.25999450683594,164414000,141.60333201090495,126.9859996371799,38.825483945766486,0.27292065813821864,1.4126704285332945,142.8839988708496,151.73029388797337,134.03770385372584,139.5833282470703,3782282231628.8164,30526098200,123.90323214084454
